product_id,product_name,category,category_id,cost,sale_price,supplier,supplier_id,warehouse,images_url
PID_0085,SuperTank Pro Power Bank,Power banks,CID_15,180,249,Zendure,SID_0990,WH-MAIN,https://m.media-amazon.com/images/I/61NlzfQn4vL._AC_SL1500_.jpg
PID_0086,Honor Magic6 Pro,Smartphones,CID_01,900,1199,HONOR Device Co.,SID_0416,WH-MAIN,https://m.media-amazon.com/images/I/71So+bbhRQL._AC_SL1500_.jpg
PID_0087,Realme GT 5 Pro,Smartphones,CID_01,600,799,Realme,SID_0729,WH-MAIN,https://m.media-amazon.com/images/I/41anBMMZLHL._AC_SL1500_.jpg
PID_0088,TCL 50 XL 5G,Computer accessories,CID_10,200,299,TCL Technology,SID_0863,WH-MAIN,https://m.media-amazon.com/images/I/71SfaBSkQjL._AC_SL1500_.jpg
PID_0089,U8K Mini-LED TV,Monitors,CID_11,900,1299,Hisense,SID_0407,WH-MAIN,https://m.media-amazon.com/images/I/714LAhAd8RL._AC_SL1500_.jpg
PID_0090,Razr+ (2023),Smartphones,CID_01,700,999,Motorola Mobility,SID_0593,WH-MAIN,https://m.media-amazon.com/images/I/617H3tlrrQL._AC_SL1500_.jpg
PID_0091,Nokia G42 5G,Smartphones,CID_01,200,279,HMD Global,SID_0411,WH-MAIN,https://m.media-amazon.com/images/I/71oIjjNm+nL._AC_SL1500_.jpg
PID_0092,ScanWatch 2,Smartwatches,CID_04,250,349,Withings SA,SID_0967,WH-MAIN,https://m.media-amazon.com/images/I/61VTAB+WX7L._AC_SL1500_.jpg
PID_0093,K2 Pro Keyboard,Keyboards,CID_12,80,109,Keychron,SID_0482,WH-MAIN,https://m.media-amazon.com/images/I/61fotBXkinL._AC_SL1500_.jpg
PID_0094,One 3 TKL Keyboard,Keyboards,CID_12,100,139,Ducky Channel,SID_0264,WH-MAIN,https://m.media-amazon.com/images/I/61YtyFCvHKL._AC_SL1500_.jpg
PID_0095,Model S Professional,Computer accessories,CID_10,120,169,Das Keyboard,SID_0233,WH-MAIN,https://m.media-amazon.com/images/I/61LYKmb68cL._AC_SL1500_.jpg
PID_0096,Switch OLED Model,Gaming consoles,CID_09,280,349,Nintendo,SID_0623,WH-MAIN,https://m.media-amazon.com/images/I/81v3XhLaFiL._AC_SL1500_.jpg
PID_0097,Era 300 Speaker,Speakers,CID_07,350,449,Sonos Inc.,SID_0814,WH-MAIN,https://m.media-amazon.com/images/I/71Z9S5x0+WL._AC_SL1500_.jpg
PID_0098,LSX II Wireless,Speakers,CID_07,1000,1399,KEF Audio,SID_0477,WH-MAIN,https://m.media-amazon.com/images/I/71hxKQzXa+L._AC_SL1500_.jpg
PID_0099,Steam Deck OLED 512GB,Gaming consoles,CID_09,450,549,Valve Corporation,SID_0926,WH-MAIN,https://m.media-amazon.com/images/I/51Nw-kEg9zL._AC_SL1500_.jpg
PID_0100,Product for Logitech G,Computer accessories,CID_10,100,150,Logitech G,SID_0529,WH-MAIN,https://m.media-amazon.com/images/I/71yqoFp54WS._AC_SL1500_.jpg
