product_id,product_name,category,category_id,cost,sale_price,supplier,supplier_id,warehouse,images_url
PID_0462,KontrolFreek FPS Freek Galaxy,Computer accessories,CID_10,15,19,KontrolFreek (SteelSeries),SID_0499,WH-MAIN,https://m.media-amazon.com/images/I/71YpfentY1L._AC_SL1500_.jpg
PID_0463,SteelSeries Apex Pro TKL Keyboard,Keyboards,CID_12,180,199,SteelSeries ApS,SID_0833,WH-MAIN,https://m.media-amazon.com/images/I/811-0kItnvL._AC_SL1500_.jpg
PID_0464,Moondrop Blessing 3 In-Ear Monitors,Earbuds,CID_06,300,319,Moondrop Lab,SID_0589,WH-MAIN,https://m.media-amazon.com/images/I/61KBHRMn8ZL._AC_SL1500_.jpg
PID_0465,Linsoul KZ ZS10 Pro IEMs,Earbuds,CID_06,40,49,Linsoul Audio,SID_0525,WH-MAIN,https://m.media-amazon.com/images/I/61-0DcVDsmL._AC_SL1500_.jpg
PID_0466,TRUTHEAR x Crinacle ZERO IEMs,Earbuds,CID_06,45,54,Truthear,SID_0904,WH-MAIN,https://m.media-amazon.com/images/I/61zhlZr74YL._AC_SL1500_.jpg
PID_0467,Tanchjim Oxygen In-Ear Monitors,Earbuds,CID_06,250,279,Tanchjim,SID_0858,WH-MAIN,https://m.media-amazon.com/images/I/61WyGgv3tVL._AC_SL1500_.jpg
PID_0468,KZ ZEX Pro Electrostatic IEMs,Earbuds,CID_06,35,42,Knowledge Zenith (KZ),SID_0494,WH-MAIN,https://m.media-amazon.com/images/I/71tPKMHD3AL._AC_SL1500_.jpg
PID_0469,STAX SR-L700MK2 Earspeaker,Headphones,CID_05,1500,1699,Stax Ltd.,SID_0831,WH-MAIN,https://m.media-amazon.com/images/I/71RMrxTz7cL._AC_SL1500_.jpg
PID_0470,Amazfit GTR 4 Smart Watch,Smartwatches,CID_04,180,199,Zepp Health (Amazfit),SID_0991,WH-MAIN,https://m.media-amazon.com/images/I/61ACOwvUwSL._AC_SL1500_.jpg
PID_0471,COROS PACE 3 GPS Sport Watch,Smartwatches,CID_04,220,249,Coros Wearables Inc.,SID_0208,WH-MAIN,https://m.media-amazon.com/images/I/61HE8zhwT7L._AC_SL1500_.jpg
PID_0472,Movado Connect 2.0 Smartwatch,Smartwatches,CID_04,450,495,Movado Group Inc.,SID_0596,WH-MAIN,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6393/6393463_sd.jpg
PID_0473,Vortex Poker 3 Mechanical Keyboard,Keyboards,CID_12,120,139,Vortexgear,SID_0946,WH-MAIN,https://m.media-amazon.com/images/I/71rhCWJdf-L._AC_SL1500_.jpg
PID_0474,Mistel Barocco MD770 Split Keyboard,Keyboards,CID_12,150,169,Mistel Keyboard,SID_0576,WH-MAIN,https://m.media-amazon.com/images/I/61TWRqkKocL._AC_SL1500_.jpg
PID_0475,Wooting 60HE Analog Keyboard,Keyboards,CID_12,170,189,Wooting (Wooting B.V.),SID_0970,WH-MAIN,https://m.media-amazon.com/images/I/71sel8PrUJL._AC_SL1500_.jpg
PID_0476,NuPhy Air75 Low-Profile Keyboard,Keyboards,CID_12,110,129,NuPhy Studio,SID_0640,WH-MAIN,https://m.media-amazon.com/images/I/61zS4S1wMiL._AC_SL1500_.jpg
PID_0477,Pimax Crystal VR Headset,VR headsets,CID_22,1500,1599,Pimax Technology,SID_0691,WH-MAIN,https://m.media-amazon.com/images/I/41O9Rjb3UKL._AC_SL1500_.jpg
PID_0478,XREAL Air 2 AR Glasses,Computer accessories,CID_10,380,399,XREAL (Nreal),SID_0981,WH-MAIN,https://m.media-amazon.com/images/I/51ye22RVvYL._AC_SL1500_.jpg
PID_0479,Ultraleap Leap Motion Controller 2,Computer accessories,CID_10,120,139,Ultraleap Ltd.,SID_0916,WH-MAIN,https://m.media-amazon.com/images/I/31mFdQ0h3BL._AC_SL1500_.jpg
PID_0480,Lynx R-1 Mixed Reality Headset,VR headsets,CID_22,800,849,Lynx Mixed Reality,SID_0537,WH-MAIN,https://arvrtips.com/wp-content/uploads/2021/10/lynx-r1-headset-promo-shot.png
PID_0481,RealWear Navigator 500 Headset,Computer accessories,CID_10,2500,2700,RealWear Inc.,SID_0731,WH-MAIN,https://m.media-amazon.com/images/I/418suUit1ML._AC_SL1500_.jpg
PID_0482,bHaptics TactSuit X40 VR Vest,VR headsets,CID_22,500,529,bhaptics Inc.,SID_0115,WH-MAIN,https://m.media-amazon.com/images/I/61epDrBN28S._AC_SL1500_.jpg
PID_0483,Hubitat Elevation C-8 Smart Hub,Smart home devices,CID_18,120,149,Hubitat Inc.,SID_0424,WH-MAIN,https://m.media-amazon.com/images/I/61ZOrdDD1nL._AC_SL1500_.jpg
PID_0484,Homey Pro Smart Home Hub,Smart home devices,CID_18,380,399,Athom (Homey),SID_0074,WH-MAIN,https://m.media-amazon.com/images/I/51RV8YSyJyL._AC_SL1500_.jpg
PID_0485,Shelly RGBW2 Smart Wi-Fi Switch,Smart home devices,CID_18,20,25,Shelly (Allterco Robotics),SID_0791,WH-MAIN,https://m.media-amazon.com/images/I/818EXi-dL0L._AC_SL1500_.jpg
PID_0486,Nuki Smart Lock 3.0 Pro,Smart home devices,CID_18,280,329,Nuki Home Solutions,SID_0639,WH-MAIN,https://m.media-amazon.com/images/I/515S3h5k55L._AC_SL1500_.jpg
PID_0487,Tedee GO Smart Lock,Smart home devices,CID_18,220,250,Tedee Sp. z o.o.,SID_0867,WH-MAIN,https://m.media-amazon.com/images/I/71F+DoXLLUL._AC_SL1500_.jpg
PID_0488,Loxone Miniserver Home Automation,Smart home devices,CID_18,600,699,Loxone Electronics,SID_0533,WH-MAIN,https://m.media-amazon.com/images/I/91QLOlYjDNL._AC_SL1500_.jpg
PID_0489,Level Lock+ Smart Lock with Apple Keys,Smart home devices,CID_18,300,329,Level Home Inc.,SID_0512,WH-MAIN,https://m.media-amazon.com/images/I/71-b0cWGWlL._AC_SL1500_.jpg
PID_0490,CableMod PRO ModMesh Cable Extension Kit,Cables,CID_17,40,59,CableMod (Screaming Cloud),SID_0147,WH-MAIN,https://m.media-amazon.com/images/I/61tL5uldVRL._AC_SL1500_.jpg
PID_0491,Zeskit Maya 8K 48Gbps HDMI Cable,Cables,CID_17,20,25,Zeskit,SID_0992,WH-MAIN,https://m.media-amazon.com/images/I/714nkgfJlPL._AC_SL1500_.jpg
PID_0492,Silkland 8K DisplayPort 1.4 Cable,Cables,CID_17,15,20,Silkland,SID_0798,WH-MAIN,https://m.media-amazon.com/images/I/71-MX88MCrL._AC_SL1500_.jpg
PID_0493,iVANKY 12-in-1 Dual Monitor Dock,Monitors,CID_11,120,149,Ivanky,SID_0462,WH-MAIN,https://m.media-amazon.com/images/I/61aGB9HfjEL._AC_SL1500_.jpg
PID_0494,Syncwire Magnetic Wireless Car Charger,Chargers,CID_16,30,39,Syncwire,SID_0848,WH-MAIN,https://m.media-amazon.com/images/I/71f3-prR94L._AC_SL1500_.jpg
PID_0495,VAXEE Outset AX Wireless Mouse,Mice,CID_13,120,139,Vaxee (Taipei),SID_0931,WH-MAIN,https://m.media-amazon.com/images/I/314nsO-tEZL._AC_SL1500_.jpg
PID_0496,Lamzu Atlantis Mini 4K Wireless Mouse,Mice,CID_13,100,109,Lamzu,SID_0505,WH-MAIN,https://m.media-amazon.com/images/I/614fXsjOz1L._AC_SL1500_.jpg
PID_0497,Ninjutso Sora V2 Wireless Mouse,Mice,CID_13,100,119,Ninjutso,SID_0622,WH-MAIN,https://m.media-amazon.com/images/I/31Xz82Fzg7L._AC_SL1500_.jpg
PID_0498,Lethal Gaming Gear Saturn Pro Mousepad,Mice,CID_13,45,59,Lethal Gaming Gear,SID_0511,WH-MAIN,https://m.media-amazon.com/images/I/71xyWM+TDzL._AC_SL1500_.jpg
PID_0499,Endgame Gear XM2we Wireless Mouse,Mice,CID_13,80,99,Endgame Gear,SID_0290,WH-MAIN,https://m.media-amazon.com/images/I/51bc6WTIp3L._AC_SL1500_.jpg
PID_0500,Pulsar X2V2 Wireless Gaming Mouse,Mice,CID_13,90,109,Pulsar Gaming Gear,SID_0717,WH-MAIN,https://m.media-amazon.com/images/I/51142H3ylVL._AC_SL1500_.jpg
